,Predicted
2932,0.0048075155
2933,0.32116348
2934,0.000568115
2935,0.9097184
2936,0.5478037
2937,0.0005569123
2938,0.0024191476
2939,7.66413e-07
2940,0.04997376
2941,0.4161071
2942,0.90299875
2943,0.19692092
2944,0.9398651
2945,0.0031759988
2946,0.04131658
2947,0.0070893867
2948,0.021520954
2949,0.3857897
2950,0.11587821
2951,0.77422416
2952,0.69858694
2953,0.002047168
2954,0.0072188675
2955,0.051813155
2956,0.21435368
2957,0.0042125457
2958,0.8734236
2959,0.32956827
2960,0.004180501
2961,0.03241329
2962,0.10444629
2963,0.046177894
2964,0.03402274
2965,0.12462413
2966,0.7433679
2967,0.43263188
2968,0.005806967
2969,0.65737224
2970,0.34046757
2971,0.51468045
2972,0.934728
2973,0.2915685
2974,0.2739875
2975,0.010816913
2976,0.1551973
2977,0.010475402
2978,0.012759293
2979,0.008084125
2980,0.14058174
2981,0.32637882
2982,0.01586274
2983,0.98295575
2984,0.43727666
2985,0.8244661
2986,3.2736752e-06
2987,0.99566185
2988,0.32226735
2989,0.30638775
2990,0.88685167
2991,0.0054002823
2992,0.014795576
2993,0.35584864
2994,0.33367455
2995,0.59052896
2996,0.77167904
2997,0.0103088645
2998,0.23408076
2999,0.046571355
3000,0.59755963
3001,3.4893353e-06
3002,0.92236996
3003,0.7573558
3004,0.13215333
3005,0.006628097
3006,0.9611066
3007,0.0025322312
3008,0.011063465
3009,0.011886595
3010,0.23169728
3011,0.16759697
3012,0.0075534782
3013,0.44888192
3014,0.9944233
3015,0.00085447374
3016,0.9959089
3017,0.00014703702
3018,0.014001516
3019,0.6851466
3020,0.79952115
3021,0.05379929
3022,0.27768952
3023,0.021225799
3024,0.045802295
3025,0.8095757
3026,3.3086984e-05
3027,0.09108081
3028,0.016282603
3029,0.7761973
3030,0.032267157
3031,0.0124372905
3032,0.15865189
3033,0.89103925
3034,0.95518315
3035,0.6474131
3036,0.041014086
3037,0.0011497461
3038,0.00039960415
3039,0.29989475
3040,0.99815035
3041,0.5633508
3042,0.37544984
3043,0.68259203
3044,0.9350028
3045,0.0056538433
3046,0.7000526
3047,0.67179024
3048,0.94020444
3049,0.7078973
3050,0.1961517
3051,0.2453501
3052,0.5631751
3053,0.0033440744
3054,0.00914103
3055,0.48329252
3056,0.20592746
3057,0.9295615
3058,0.0141758
3059,0.0012741607
3060,0.003961429
3061,0.97564983
3062,0.8971354
3063,8.326837e-05
3064,0.9100728
3065,0.004869769
3066,0.65146023
3067,0.69625646
3068,0.09563561
3069,0.01680721
3070,0.57634383
3071,0.06763731
3072,0.8051919
3073,0.8820318
3074,0.008701943
3075,0.23768751
3076,0.13659225
3077,0.5640887
3078,0.00011269832
3079,0.98741245
3080,0.082334206
3081,0.014211813
3082,0.00058826536
3083,0.0018959458
3084,0.057088446
3085,0.8966653
3086,0.09147225
3087,0.88140106
3088,0.059506483
3089,0.008500813
3090,0.5407387
3091,0.96079654
3092,0.8956622
3093,0.2257128
3094,0.9718906
3095,0.762535
3096,0.3290159
3097,0.09369057
3098,0.33010066
3099,0.0008287234
3100,0.003802582
3101,0.014047923
3102,0.0010542818
3103,0.85425025
3104,0.36832565
3105,0.63627297
3106,0.86519134
3107,0.052052267
3108,0.020554012
3109,0.19849582
3110,0.37113574
3111,0.03466933
3112,0.030823376
3113,0.9680972
3114,0.13977103
3115,0.63041663
3116,1.8031003e-06
3117,0.008850909
3118,0.9922336
3119,0.26316336
3120,0.9803195
3121,0.005719183
3122,0.014176933
3123,0.4254864
3124,0.07996337
3125,0.11650137
3126,5.688569e-05
3127,0.41266447
3128,0.90938634
3129,0.9926791
3130,0.025829304
3131,0.006457268
3132,0.33693272
3133,0.17977682
3134,0.04867018
3135,0.1671231
3136,0.88610876
3137,0.6491505
3138,0.0074293977
3139,0.056084566
3140,0.011585358
3141,0.00070305786
3142,0.7893632
3143,0.52492183
3144,0.9892384
3145,0.098084785
3146,0.010562718
3147,0.010737995
3148,0.007493614
3149,0.28460035
3150,0.91494733
3151,0.00905064
3152,0.005217818
3153,0.630057
3154,0.5466031
3155,0.15797785
3156,0.0015660947
3157,0.9321648
3158,4.2235948e-05
3159,0.95900357
3160,0.005372131
3161,0.0054971552
3162,0.35786748
3163,0.0033769957
3164,0.041776072
3165,0.69953537
3166,0.0015620433
3167,0.011188359
3168,0.0005553717
3169,0.00928138
3170,0.008738817
3171,0.40678138
3172,0.16617651
3173,0.4815367
3174,0.0025394503
3175,0.7660834
3176,0.90819895
3177,0.07837846
3178,0.25057602
3179,0.44014803
3180,0.22553225
3181,0.021419909
3182,0.16258703
3183,0.0041823694
3184,0.14163972
3185,0.68353665
3186,0.0058790226
3187,0.6744574
3188,0.2248809
3189,0.025968526
3190,0.002091154
3191,0.00037324603
3192,0.49238676
3193,0.21345517
3194,0.04929655
3195,0.95391876
3196,0.57521135
3197,0.044760145
3198,0.28488457
3199,0.048458837
3200,0.47643548
3201,0.061430477
3202,0.5219304
3203,0.83559465
3204,0.04038075
3205,0.9621788
3206,0.066908345
3207,0.46659622
3208,0.24391715
3209,0.03831267
3210,0.0013784214
3211,0.41040048
3212,0.34316742
3213,0.002229702
3214,0.034092046
3215,0.0008283146
3216,0.109806776
3217,0.98839694
3218,0.25553712
3219,0.0010738136
3220,0.0061676847
3221,0.14910918
3222,0.29670867
3223,0.029207062
3224,0.007386296
3225,0.00364289
3226,0.70877534
3227,0.20451216
3228,0.9210512
3229,0.62243366
3230,0.8181348
3231,0.37258732
3232,0.38711378
3233,0.029115338
3234,0.80358064
3235,0.9051034
3236,0.32948145
3237,0.15770349
3238,0.383377
3239,0.0005699749
3240,0.0073639965
3241,0.26760373
3242,0.0010813951
3243,0.008091751
3244,0.0029904563
3245,0.0093306545
3246,0.030147558
3247,0.003975489
3248,0.2154077
3249,0.9969963
3250,0.14178297
3251,0.98224413
3252,0.7598834
3253,0.008331334
3254,0.5858039
3255,0.015695661
3256,0.123713456
3257,0.016652964
3258,0.21557188
3259,0.0057941447
3260,0.51094097
3261,0.5105013
3262,0.9135399
3263,0.017823769
3264,0.58257985
3265,0.6041039
3266,0.23667541
3267,0.001286602
3268,0.63249373
3269,0.0005650735
3270,0.0011850728
3271,0.09922748
3272,0.36319765
3273,0.99838495
3274,0.04525639
3275,0.020459909
3276,0.79819274
3277,0.010918513
3278,0.84280646
3279,0.12474855
3280,0.335157
3281,0.7806467
3282,2.4483748e-05
3283,0.39824098
3284,0.11987859
3285,0.0011166992
3286,0.10105874
3287,0.0457411
3288,0.08511715
3289,0.051359247
3290,0.17147791
3291,0.8305376
3292,0.00029191244
3293,0.7827603
3294,0.10500784
3295,0.6756267
3296,0.2559294
3297,0.57195747
3298,0.98858863
3299,0.07183591
3300,0.94333726
3301,0.4136526
3302,0.05380299
3303,0.16198312
3304,0.50229377
3305,0.78363264
3306,0.00017208327
3307,0.99531364
3308,0.006213377
3309,0.7799001
3310,0.52708614
3311,0.12374242
3312,0.00012483611
3313,0.015695091
3314,0.9912513
3315,0.0041028066
3316,0.0076131164
3317,0.03035441
3318,0.20638843
3319,0.9566709
3320,0.018570088
3321,0.06416674
3322,0.016962452
3323,0.18313916
3324,0.0036225666
3325,0.23469813
3326,0.83016616
3327,0.651263
3328,0.60781443
3329,0.9141809
3330,0.18132272
3331,0.2234917
3332,1.9472795e-05
3333,0.87491894
3334,0.5998788
3335,0.99818695
3336,0.0014345285
3337,0.054479383
3338,0.75823605
3339,0.8762016
3340,0.017515177
3341,0.026471794
3342,0.82685584
3343,0.0009122148
3344,0.035275195
3345,0.7739503
3346,0.0004570308
3347,0.8661753
3348,0.56131333
3349,0.5017463
3350,0.35228175
3351,9.7002856e-05
3352,0.013128655
3353,0.24863298
3354,0.22893226
3355,0.9176531
3356,0.90921164
3357,0.00019295124
3358,3.5881098e-05
3359,7.932921e-09
3360,0.012804026
3361,0.42462087
3362,0.014901325
3363,2.399027e-05
3364,0.042868443
3365,0.88555753
3366,0.0016706228
3367,0.39958745
3368,0.23829813
3369,0.04507012
3370,0.00038509953
3371,0.27498242
3372,0.9889258
3373,0.39491987
3374,0.0077471742
3375,0.8241989
3376,0.30796868
3377,0.0011082456
3378,0.4887162
3379,0.0015593751
3380,0.045455407
3381,0.11325216
3382,0.12360017
3383,0.09604956
3384,0.0008320281
3385,0.031639334
3386,0.17454545
3387,0.6080046
3388,0.17215279
3389,0.0803093
3390,0.8137576
3391,0.080752164
3392,0.74791014
3393,0.0068758265
3394,0.000568858
3395,0.22611694
3396,0.990094
3397,0.91627216
3398,0.42655286
3399,0.0005739683
3400,0.14679548
3401,0.24042897
3402,0.7874102
3403,0.3221132
3404,0.9218553
3405,0.36160946
3406,0.015545003
3407,0.7879233
3408,0.11493758
3409,0.122313365
3410,0.7453621
3411,0.008130224
3412,0.0003515983
3413,0.7822649
3414,0.2169381
3415,0.0013121838
3416,0.7299974
3417,0.00012709304
3418,0.01105508
3419,0.0033205159
3420,0.2011384
3421,0.0056217844
3422,0.9941516
3423,0.75386685
3424,0.0065071555
3425,0.11683023
3426,0.16128217
3427,0.9627374
3428,0.15123911
3429,0.8503215
3430,0.004260325
3431,0.46491233
3432,0.03425416
3433,0.012307255
3434,0.9264433
3435,0.17850958
3436,1.3780652e-06
3437,0.028700903
3438,0.9970171
3439,0.84102345
3440,0.013804771
3441,0.44007987
3442,0.14528157
3443,0.0004782866
3444,0.010159342
3445,0.897289
3446,0.02678579
3447,0.18840984
3448,0.054818522
3449,0.005041863
3450,5.457372e-07
3451,0.52997506
3452,0.9662839
3453,2.6907786e-05
3454,0.38626474
3455,0.058076106
3456,0.8109204
3457,0.708293
3458,0.073537305
3459,0.9779312
3460,0.00013231506
3461,0.9703104
3462,0.7399337
3463,0.14499736
3464,0.16687398
3465,0.92252266
3466,0.23501237
3467,0.0016418624
3468,0.99775916
3469,0.03286982
3470,0.01666535
3471,0.0035389685
3472,0.74502593
3473,0.0011743442
3474,0.014688119
3475,0.5590321
3476,0.1066819
3477,0.00014358091
3478,0.9700295
3479,0.040259283
3480,0.019560007
3481,0.002043703
3482,3.1104042e-05
3483,0.0019367231
3484,0.89859515
3485,0.02925458
3486,0.109858796
3487,0.009624
3488,0.14548753
3489,0.0021067588
3490,0.00050704577
3491,0.00014419327
3492,0.9623233
3493,0.055296242
3494,0.88783777
3495,0.00036060583
3496,0.13008212
3497,0.0069999546
3498,0.027233472
3499,0.28837377
3500,0.06933587
3501,6.339672e-08
3502,0.37467724
3503,0.24604663
3504,0.16016231
3505,0.13114285
3506,0.79905427
3507,0.028900534
3508,0.6311351
3509,0.04714891
3510,0.0039009214
3511,0.9221679
3512,0.17753652
3513,0.019938236
3514,0.02014173
3515,0.026144896
3516,0.364342
3517,0.16014545
3518,0.09956473
3519,0.27052858
3520,0.08707176
3521,0.0073435777
3522,0.9954708
3523,1.2630274e-05
3524,0.061800737
3525,0.11204676
3526,0.00030608734
3527,0.95283544
3528,0.027096445
3529,0.0001171617
3530,0.92965174
3531,0.6454002
3532,0.9784691
3533,0.09816316
3534,0.892707
3535,0.24866304
3536,0.07118621
3537,0.0075463466
3538,0.036220703
3539,0.7582189
3540,0.32409522
3541,0.23622195
3542,0.38448432
3543,0.22794136
3544,0.98011416
3545,0.22086318
3546,0.9358327
3547,0.054630112
3548,0.21701269
3549,0.9036229
3550,0.02790316
3551,8.7657674e-05
3552,0.030937875
3553,0.98686683
3554,0.19805622
3555,0.08639336
3556,0.4123169
3557,3.712176e-05
3558,0.8395608
3559,0.34912023
3560,0.9797579
3561,0.00037384304
3562,0.84954613
3563,0.038012177
3564,0.008356694
3565,0.0034299945
3566,0.92440146
3567,0.0013148161
3568,5.670837e-07
3569,0.000567979
3570,0.26572442
3571,0.9862479
3572,0.61733454
3573,0.30924392
3574,0.9681448
3575,0.19717441
3576,0.015680151
3577,0.0026596405
3578,0.19265547
3579,0.3590926
3580,0.0040043797
3581,0.0039317943
3582,0.0013910951
3583,0.0016670993
3584,0.08218311
3585,0.017899746
3586,0.39932173
3587,0.006093464
3588,0.09134145
3589,0.06683929
3590,0.04236439
3591,0.007911976
3592,0.82036763
3593,0.90597975
3594,0.17419308
3595,0.035279587
3596,0.9314397
3597,0.00324668
3598,0.058314692
3599,0.041119814
3600,0.96531314
3601,0.43115744
3602,0.9411129
3603,0.9892384
3604,0.1993837
3605,0.2691861
3606,0.94070864
3607,0.058356605
3608,0.06351396
3609,0.9874735
3610,0.06759142
3611,0.3326568
3612,0.005322987
3613,0.9868425
3614,0.045963027
3615,0.9714011
3616,0.016707996
3617,0.08538159
3618,0.27149278
3619,0.35162097
3620,0.23999026
3621,0.01411024
3622,0.0036553368
3623,0.008120065
3624,0.0058525978
3625,7.719662e-05
3626,0.9585805
3627,0.26941663
3628,0.8038882
3629,0.10488061
3630,0.6333419
3631,4.6030064e-07
3632,0.016681794
3633,1.9489914e-07
3634,0.92946184
3635,0.43995118
3636,0.021339789
3637,0.08286903
3638,0.045385588
3639,0.89387244
3640,0.03568973
3641,0.83252966
3642,0.021502148
3643,0.92928135
3644,0.25506672
3645,0.3154712
3646,6.5856315e-05
3647,0.9929484
3648,0.66291595
3649,0.4808355
3650,0.1009442
3651,0.006128737
3652,8.730122e-05
3653,0.007973216
3654,0.085901745
3655,0.9096117
3656,0.046736136
3657,0.8625304
3658,0.026496295
3659,0.00042061228
3660,1.3398763e-05
3661,0.9173263
3662,0.8897092
3663,0.87729204
3664,0.0015310891
3665,0.11783205
3666,0.08208324
3667,0.10244475
3668,0.037595388
3669,0.055453606
3670,0.00017747728
3671,0.0016671863
3672,0.0034368075
3673,0.0039873775
3674,0.1615191
3675,0.94423664
3676,0.076363325
3677,0.2197763
3678,0.0038318944
3679,0.45305967
3680,0.30492646
3681,0.04621937
3682,0.801988
3683,0.2710517
3684,0.45852453
3685,0.01291042
3686,0.09959026
3687,0.1784558
3688,0.007188686
3689,0.008027743
3690,0.21822068
3691,0.00046705775
3692,0.0070149675
3693,0.14069353
3694,0.105805255
3695,0.015447697
3696,0.9901576
3697,0.9390561
3698,0.9886333
3699,0.8236294
3700,0.00027631148
3701,0.006256935
3702,0.00024215397
3703,0.08293615
3704,0.23041162
3705,0.14111856
3706,0.0019571758
3707,0.22783585
3708,0.59491307
3709,0.69167674
3710,0.16801047
3711,0.087267116
3712,0.00186131
3713,0.3922182
3714,0.43906632
3715,0.9954213
3716,0.025970813
3717,0.91943675
3718,0.19620642
3719,0.9645793
3720,0.036853183
3721,0.00051965483
3722,0.61361
3723,0.25684118
3724,0.7546257
3725,0.63779277
3726,9.952107e-05
3727,0.12613407
3728,0.05654152
3729,0.35946736
3730,0.11925846
3731,0.95077944
3732,0.6312175
3733,0.014295742
3734,0.04353338
3735,0.3739672
3736,0.342748
3737,0.13967665
3738,0.9689242
3739,0.8667038
3740,0.84244233
3741,0.9052523
3742,0.47020346
3743,0.9854518
3744,0.26448196
3745,0.075292625
3746,0.14555024
3747,0.29939234
3748,0.058891464
3749,0.0013062084
3750,1.6544656e-05
3751,0.80933297
3752,0.08753635
3753,0.88538563
3754,0.0045051286
3755,0.020031838
3756,0.59467924
3757,0.45786062
3758,0.6126063
3759,0.5849312
3760,0.987198
3761,0.94885606
3762,0.85388863
3763,0.00079005293
3764,0.1729511
3765,0.99656916
3766,0.4966784
3767,0.99637413
3768,0.5726919
3769,0.7287498
3770,0.01675399
3771,0.7404289
3772,0.47030792
3773,0.00035922328
3774,0.30463552
3775,0.028143222
3776,0.08889405
3777,0.24859317
3778,0.17143808
3779,0.35319105
3780,0.5277387
3781,0.9827775
3782,0.99390584
3783,0.064454235
3784,0.01678269
3785,9.3838076e-05
3786,0.19167724
3787,0.41182977
3788,0.083158456
3789,0.53925174
3790,0.0669599
3791,0.27343613
3792,0.43208146
3793,0.54040843
3794,0.06925899
3795,0.07510243
3796,0.22389774
3797,0.69437987
3798,0.06271047
3799,0.97742254
3800,0.00011069593
3801,0.7238065
3802,0.25071186
3803,0.049598318
3804,0.9298579
3805,0.17504284
3806,0.9211437
3807,0.6042114
3808,0.32345206
3809,0.6888522
3810,0.24616635
3811,0.370077
3812,0.98817205
3813,0.26772803
3814,0.19762376
3815,0.89707613
3816,0.0021264919
3817,0.03616871
3818,0.9519166
3819,0.014049346
3820,0.07340124
3821,0.63301456
3822,3.91473e-06
3823,0.13174894
3824,0.40599424
3825,0.00016236427
3826,0.5671757
3827,0.1597094
3828,0.000249144
3829,0.5781929
3830,0.61693066
3831,0.6936975
3832,0.0705774
3833,0.38396877
3834,0.004336193
3835,0.11624815
3836,2.4275036e-05
3837,0.24034634
3838,0.28200066
3839,0.5456456
3840,0.0032809903
3841,0.006511198
3842,0.091043524
3843,0.05493834
3844,0.9988861
3845,0.0027083221
3846,0.2545912
3847,0.3267193
3848,0.77165973
3849,0.009307979
3850,0.3871776
3851,0.7183119
3852,0.016262012
3853,0.99566877
3854,0.0098716505
3855,0.90398276
3856,0.00028190302
3857,0.0010727842
3858,0.88647854
3859,0.067048535
3860,0.0130909635
3861,0.9979634
3862,0.059685122
3863,0.0036829703
3864,0.0009972177
3865,0.0065832012
3866,0.48352376
3867,7.3216775e-05
3868,0.04537774
3869,0.098599836
3870,0.25970155
3871,0.16500504
3872,0.00032022718
3873,0.018413994
3874,0.9234978
3875,0.9454942
3876,0.018754676
3877,0.9925763
3878,0.20664477
3879,0.70307624
3880,0.12360938
3881,0.00018383269
3882,0.013509865
3883,0.0044960454
3884,0.5729395
3885,0.040169712
3886,0.9307849
3887,2.3985946e-05
3888,0.718738
3889,0.5876178
3890,0.86054325
3891,0.41818494
3892,0.5970654
3893,0.021329334
3894,0.41955414
3895,0.95243657
3896,0.01101275
3897,0.2786227
3898,0.0018376475
3899,0.001300278
3900,0.93932354
3901,0.1258178
3902,0.206334
3903,0.1258606
3904,0.08342826
3905,0.5086429
3906,0.79007953
3907,0.15625665
3908,0.044546407
3909,0.033635158
3910,0.13593951
3911,0.0005429744
3912,0.0054767383
3913,0.024483552
3914,0.34183788
3915,0.19684756
3916,0.3088824
3917,0.008719162
3918,0.20244141
3919,0.87596524
3920,0.23302183
3921,0.70906985
3922,0.12430328
3923,0.67932475
3924,7.1566654e-05
3925,0.97027576
3926,0.90699446
3927,0.8428963
3928,0.99615204
3929,0.8474538
3930,0.00025882473
3931,0.010542703
3932,0.004762687
3933,0.20076838
3934,0.079475686
3935,0.00074760074
3936,0.90461665
3937,0.023258457
3938,0.9943217
3939,0.47964597
3940,0.0008278058
3941,0.26630953
3942,0.00040334524
3943,0.6331596
3944,0.62085736
3945,0.027447049
3946,0.7797322
3947,0.0411548
3948,0.12716599
3949,0.05296001
3950,0.017867044
3951,0.012155485
3952,0.17901845
3953,0.40639782
3954,0.55641246
3955,0.004757083
3956,0.199669
3957,1.861712e-05
3958,0.9913453
3959,0.7304486
3960,0.00012377602
3961,0.96114063
3962,0.24892242
3963,0.967426
3964,0.36477882
3965,0.0025048272
3966,0.00050458184
3967,0.015695702
3968,0.42647567
3969,0.15249181
3970,0.21699092
3971,0.02962254
3972,0.92383003
3973,0.3186291
3974,0.10662881
3975,0.038707986
3976,0.08604042
3977,0.0003455063
3978,0.08226867
3979,0.04102994
3980,0.80466306
3981,0.34071955
3982,0.3259165
3983,0.0056128437
3984,0.0013008297
3985,0.30985385
3986,0.000604608
3987,0.0029439959
3988,0.023821905
3989,0.00061725714
3990,0.034417965
3991,0.06898783
3992,0.0068150475
3993,0.8795934
3994,0.09883642
3995,0.91228676
3996,0.3699028
3997,0.07409112
3998,0.9766656
3999,0.5241541
4000,0.44129854
4001,0.6655045
4002,0.9641074
4003,0.048485972
4004,0.028442672
4005,0.10635575
4006,0.019906107
4007,0.43549538
4008,0.20114657
4009,0.24944195
4010,0.3531073
4011,0.058697898
4012,0.8043173
4013,0.002917211
4014,0.00684328
4015,3.2400472e-05
4016,0.66313004
4017,0.8873544
4018,0.013864952
4019,0.005828322
4020,0.01998708
4021,0.9580431
4022,0.9813875
4023,0.00092425395
4024,0.9728675
4025,0.06425887
4026,0.004334374
4027,0.18675008
4028,0.04869909
4029,0.11990471
4030,0.055938024
4031,0.7129601
4032,0.013532502
4033,0.0013499953
4034,0.0674531
4035,0.30007973
4036,0.00033824792
4037,0.9770425
4038,0.063056126
4039,0.87711275
4040,0.0051537105
4041,0.97398615
4042,0.35852617
4043,0.9295848
4044,0.0033003907
4045,0.011373955
4046,0.74514025
4047,0.0005977872
4048,0.1641412
4049,0.34719703
4050,0.4061593
4051,0.100438714
4052,0.0788553
4053,0.9273014
4054,0.5577735
4055,0.018855516
4056,0.07207415
4057,0.9291625
4058,0.9990619
4059,0.0013955906
4060,0.65654063
4061,0.032718733
4062,0.0063111335
4063,0.0006623401
4064,0.0008564829
4065,0.00013128115
4066,0.43954912
4067,0.53328407
4068,0.8351636
4069,0.0053227264
4070,0.9583028
4071,0.46464205
4072,0.1768906
4073,0.00483607
4074,0.012721164
4075,0.09044941
4076,0.04995014
4077,0.9575573
4078,0.96237934
4079,0.0043060733
4080,0.0499603
4081,0.89561987
4082,0.5480535
4083,0.0004059903
4084,0.005246575
4085,0.9109537
4086,0.9630642
4087,0.43754783
4088,0.7894322
4089,0.45497233
4090,0.625844
4091,0.9927908
4092,0.009810264
4093,0.010177756
4094,8.941861e-05
4095,0.023932876
4096,0.6376003
4097,0.9947027
4098,0.11497525
4099,0.8762763
4100,0.11064653
4101,0.7028874
4102,0.771298
4103,0.103557765
4104,0.5436412
4105,0.59408724
4106,0.703719
4107,0.72808254
4108,0.034421295
4109,0.29397166
4110,0.26385617
4111,0.12532076
4112,0.07877958
4113,0.0047943806
4114,0.015273757
4115,0.5710133
4116,0.0088518625
4117,0.14468892
4118,0.87029105
4119,0.9439352
4120,0.9682474
4121,0.053928744
4122,0.59823006
4123,0.26190925
4124,0.41820484
4125,0.99561673
4126,0.3018245
4127,0.26173693
4128,0.19418757
4129,0.000887215
4130,0.89344233
4131,0.0017673001
4132,0.08292608
4133,0.75388885
4134,0.023484671
4135,0.0010725793
4136,0.4384451
4137,0.53526574
4138,0.045529954
4139,0.05155889
4140,0.0011012976
4141,0.8629435
4142,0.004609388
4143,0.5664557
4144,0.6005507
4145,0.0027314748
4146,0.6072909
4147,0.08231489
4148,0.00013855765
4149,0.0009296959
4150,0.7686127
4151,0.21175821
4152,0.00023217169
4153,0.32717836
4154,0.5833734
4155,0.0007552231
4156,0.0070184
4157,0.43653363
4158,0.24543467
4159,0.04836624
4160,0.025844228
4161,0.48327303
4162,0.014546526
4163,0.4865717
4164,0.053033628
4165,0.7181537
4166,0.01727977
4167,0.8539653
4168,0.9801415
4169,0.16469422
4170,0.26196948
4171,0.22613518
4172,0.007716817
4173,0.0008131536
4174,0.9653692
4175,0.29590726
4176,0.6026032
4177,0.023005497
4178,0.0057431906
4179,0.11924746
4180,0.4501237
4181,0.016852671
4182,0.0027540163
4183,0.8542417
4184,0.008268721
4185,0.9853798
4186,0.39834723
4187,0.27667627
4188,0.022256494
4189,0.0025370636
4190,0.28676015
4191,0.6842907
4192,0.0015231274
4193,0.07651752
4194,0.014736718
4195,0.99869585
4196,0.021814633
4197,0.002199017
4198,0.008025643
4199,0.6469902
4200,0.04433175
4201,0.003227836
4202,0.88648206
4203,0.0019535928
4204,0.9955475
4205,0.39592862
4206,0.070449755
4207,0.72389734
4208,0.11260788
4209,0.97170514
4210,0.013583293
4211,0.96641207
4212,0.00045746993
4213,0.0021517228
4214,0.86954606
4215,0.64780205
4216,0.09114037
4217,0.65465486
4218,0.4710269
4219,0.96565706
4220,0.0012699354
4221,0.9630205
4222,0.041689444
4223,0.061901826
4224,0.5478458
4225,0.0012409462
4226,0.36689818
4227,0.018041994
4228,0.024170432
4229,0.38237065
4230,0.24919446
4231,0.01436705
4232,0.041767534
4233,0.3538608
4234,0.14713815
4235,0.001641655
4236,0.83574736
4237,0.9036087
4238,0.26269132
4239,0.55161774
4240,0.072364144
4241,0.33051527
4242,0.006696836
4243,0.010487098
4244,0.052976996
4245,0.003669323
4246,0.22527687
4247,0.74056464
4248,0.58654135
4249,0.33654016
4250,0.0018032568
4251,0.08782874
4252,0.00047729275
4253,0.003412091
4254,0.0476057
4255,0.024126468
4256,0.88461524
4257,0.059325553
4258,0.07398869
4259,0.38602513
4260,0.99335545
4261,0.6437224
4262,0.09194532
4263,0.071333855
4264,0.031157965
4265,0.7777666
4266,0.8170799
4267,0.6193756
4268,0.5295508
4269,0.97032785
4270,0.9432934
4271,0.23257117
4272,0.13175741
4273,0.98594874
4274,0.7964923
4275,0.038592827
4276,0.8096504
4277,0.002203819
4278,0.2617953
4279,0.55524516
4280,0.43364304
4281,0.0009170441
4282,0.795983
4283,0.5052856
4284,0.43980485
4285,0.86891377
4286,0.073262915
4287,0.13318323
4288,0.00020815137
4289,0.08022216
4290,0.049984552
4291,0.0011426162
4292,0.043677643
4293,0.88775283
4294,0.7575922
4295,0.049831368
4296,0.0489294
4297,0.04623269
4298,0.38757244
4299,0.6279048
4300,0.012587078
4301,0.10341797
4302,0.92477894
4303,0.029635102
4304,0.026288744
4305,0.66306335
4306,0.2559505
4307,0.12355504
4308,0.90837514
4309,0.8553445
4310,0.9502937
4311,0.0006919371
4312,0.028576415
4313,0.17730293
4314,0.2493395
4315,0.28499532
4316,0.11641262
4317,0.02519668
4318,0.5233595
4319,0.9975985
4320,0.996199
4321,0.1332714
4322,0.9911243
4323,0.18553701
4324,0.09205009
4325,0.3868145
4326,0.33377185
4327,0.9665271
4328,0.22135344
4329,0.75622827
4330,0.0075967265
4331,0.09733392
4332,0.050159138
4333,0.19369334
4334,0.013410734
4335,0.810456
4336,0.0011934044
4337,0.17687115
4338,0.960116
4339,0.9745086
4340,0.22328815
4341,0.13009916
4342,0.969401
4343,0.005069104
4344,0.033565976
4345,0.0048252176
4346,0.6113412
4347,0.96158963
4348,0.020000609
4349,0.013688843
4350,0.66623175
4351,0.75828695
4352,0.22377448
4353,0.14711514
4354,0.95169
4355,0.03873926
4356,0.3927932
4357,0.1616277
4358,4.2166415e-05
4359,0.7312296
4360,0.000103331324
4361,0.011445345
4362,0.025744695
4363,0.083757624
4364,0.7439765
4365,0.023864357
4366,0.20992748
4367,0.05443127
4368,0.12609908
4369,0.002627224
4370,0.18601832
4371,0.85675335
4372,0.11749518
4373,0.14247611
4374,0.010145246
4375,0.5098289
4376,0.15224017
4377,0.0694805
4378,0.00047607883
4379,0.00068638625
4380,0.05007272
4381,0.12777987
4382,0.029083466
4383,0.9930992
4384,0.9805783
4385,0.99001646
4386,0.026191656
4387,0.36211723
4388,0.03546356
4389,0.36911345
4390,0.3922736
4391,0.59303397
4392,0.19698426
4393,0.6268417
4394,0.027008658
4395,0.14278422
4396,0.6965572
4397,0.84878623
4398,0.1346771
4399,0.0008688356
4400,0.72652805
4401,0.071104474
4402,0.6352374
4403,0.9838486
4404,0.12663901
4405,0.89871836
4406,0.060665388
4407,0.93574715
4408,0.98673284
4409,0.10886775
4410,0.46877027
4411,0.9812824
4412,0.92627513
4413,0.026783451
4414,0.0025931564
4415,0.004948579
4416,0.3473915
4417,0.4019239
4418,0.328479
4419,0.011141024
4420,0.1795645
4421,0.021414641
4422,0.013710754
4423,0.53765863
4424,0.00026361385
4425,0.00046088724
4426,4.0077655e-05
4427,0.08850692
4428,0.062673256
4429,0.015023373
4430,0.13796338
4431,0.6324621
4432,0.60951316
4433,0.003672596
4434,0.19194981
4435,4.597081e-05
4436,0.0206084
4437,0.4608163
4438,0.43781137
4439,0.7859483
4440,0.942715
4441,0.6420665
4442,0.02142936
4443,0.89720345
4444,0.21435133
4445,0.08166619
4446,0.15905528
4447,0.41220456
4448,0.32909688
4449,0.034444448
4450,0.42879653
4451,0.44824663
4452,0.0003410073
4453,0.82604396
4454,0.0063380413
